,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
48,Oatmeal Icebox Cookies,11348,This recipe is one of my mother's refrigerator cookies that she made when I was little. The old fashioned sugar cookies that you have on your home page is exactly what mom used to make. They are wonderfully soft and a touch of nutmeg in them. You could not believe how many memories it brings back to me. This is another memory to enclose to you. This is a sandwich type cookie spread with jam in the center. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1061142.jpg,12,284.5,2,3.5,46.2,1.7,23.1,9.8,2.4,0.0704,0.0015,0.0202,0.0927,0.292,½ cup shortening #¾ cup packed brown sugar #1 egg #1 ½ cups all-purpose flour #2 teaspoons baking powder #1 teaspoon salt #1 ½ cups rolled oats #1 tablespoon water #¾ cup any flavor fruit jam ,0.0155
49,No Sugar Added Cookies,11349,"Sugarless fruity cookie, great for those watching their sugar intake. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6788885.jpg,6,483.2,39,3.8,43.8,4.1,5.5,31.6,15.7,0.038,0.0026,0.0538,0.2873,0.5808,¾ cup butter #2 ripe bananas #1 egg #1 teaspoon vanilla extract #1 ½ cups all-purpose flour #1 teaspoon baking soda #½ teaspoon salt #½ teaspoon ground nutmeg #¾ teaspoon ground cinnamon #1 cup rolled oats #½ cup chopped walnuts ,0.092
50,Madeleines II,11350,The greatest afternoon tea cookie. You can sprinkle the top with confectioners' sugar or dip the tips in chocolate. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5185253.jpg,12,147.7,164,4.5,16.1,0.2,9.9,8.6,5.1,0.013699999999999999,0.0005,0.003,0.0224,0.07659999999999999,"2 eggs #½ teaspoon vanilla extract #½ teaspoon lemon zest #1 cup confectioners' sugar #¾ cup all-purpose flour #¼ teaspoon baking powder #½ cup butter, melted and cooled ",0.0513
51,Good-As-Grandma's Sugar Cookies,11351,Sugar cookies that are as good as your grandma's! They're delicious! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F39513.jpg,36,107.1,24,3.4,13.6,0.3,5.6,5.4,3.3,0.0152,0.0005,0.0027,0.0149,0.0911,"1 cup butter, softened #1 cup white sugar #1 egg #3 teaspoons milk #1 teaspoon vanilla extract #3 cups all-purpose flour #1 ½ teaspoons baking powder #½ teaspoon salt ",0.018699999999999998
52,Three Ingredient Peanut Butter Cookies,11352,"This recipe has just 3 ingredients. It's fast, easy, and the cookies are wonderful! It's great for kids that are just learning to bake. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Feb46ec027c3752ce9ec3c8cdde95be06%2F1647544411image.jpg,6,393.8,1332,4.1,41.8,2.6,37.3,22.5,4.8,0.0232,0.001,0.06720000000000001,0.2909,0.209,1 cup peanut butter #1 cup white sugar #1 egg ,0.031
53,No Roll Sugar Cookies,11353,"Easy to make and no fuss with rolling them out, plus they have that delightful melt-in-your-mouth texture. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4503734.jpg,18,192.1,154,4.6,20.9,0.4,8.9,11.2,4.8,0.0055,0.0008,0.0039,0.0364,0.1402,"½ cup butter, softened #½ cup shortening #½ cup white sugar #½ cup confectioners' sugar #1 egg #2 ¼ cups all-purpose flour #½ teaspoon baking soda #½ teaspoon salt #1 ½ teaspoons vanilla extract #½ teaspoon cream of tartar ",0.023899999999999998
54,Pumpkin Gobs,11354,Great pumpkin flavored gobs. I've made these for church sales and everyone loves them. Also known as Whoopie Pies ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4563808.jpg,18,303.1,61,4.0,42.2,1.0,30.0,14.4,5.6,0.0312,0.001,0.0088,0.0698,0.2632,"1 ½ cups solid pack pumpkin puree #½ cup butter, softened #1 cup white sugar #1 egg #1 teaspoon vanilla extract #2 cups all-purpose flour #1 teaspoon baking powder #1 teaspoon baking soda #½ teaspoon salt #1 teaspoon ground cinnamon #¾ cup shortening #1 ½ cups white sugar #2 teaspoons vanilla extract #½ cup prepared vanilla pudding ",0.024
55,Raggedy Ann Cookies,11355,"A soft chewy cookie that is good in picnic lunches, afternoon tea or served with a tall cold glass of lemonade. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F850929.jpg,72,83.7,17,4.7,10.1,0.5,6.3,4.7,1.2,0.0078,0.0005,0.0065,0.0269,0.065,1 cup white sugar #1 cup packed brown sugar #1 cup butter flavored shortening #1 teaspoon vanilla extract #1 teaspoon salt #2 eggs #1 teaspoon baking soda #½ teaspoon baking powder #1 cup all-purpose flour #2 cups quick cooking oats #2 cups crisp rice cereal #1 cup shredded coconut #1 cup chopped pecans ,0.0052
56,Dream Bars I,11356,"A two layer cookie bar made with brown sugar, shredded coconut, nut meats plus oatmeal. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5334910.jpg,24,147,7,3.6,20.3,0.7,14.1,6.9,1.8,0.0228,0.0006,0.0089,0.0514,0.0729,½ cup shortening #½ cup packed brown sugar #1 cup all-purpose flour #½ teaspoon salt #½ cup quick cooking oats #1 cup packed brown sugar #1 teaspoon vanilla extract #2 eggs #2 tablespoons all-purpose flour #½ cup shredded coconut #½ teaspoon baking powder #½ cup chopped pecans ,0.0155
57,Banny's Southern Cream Cookies,11357,These cookies travel and freeze well. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F91496.jpg,60,127.9,10,4.5,15.8,0.5,7.4,6.4,1.6,0.0232,0.0007,0.0094,0.0368,0.07940000000000001,1 cup shortening #2 cups white sugar #3 eggs #1 teaspoon vanilla extract #1 cup sour cream #5 cups all-purpose flour #1 teaspoon salt #3 teaspoons baking powder #½ teaspoon baking soda #1 ½ cups chopped black walnuts #3 tablespoons white sugar #1 teaspoon ground cinnamon ,0.011
58,Czechoslovakian Cookies,11358,Spicy bar cookies with a nice crunch of pecans plus the sweetness of a jam filling. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F454606.jpg,12,384.1,33,4.4,43.2,1.4,25.6,22.8,10.6,0.0181,0.0013,0.0162,0.0686,0.1108,1 cup butter #1 cup white sugar #2 egg yolks #1 teaspoon vanilla extract #⅛ teaspoon ground cardamom #¼ teaspoon ground allspice #2 cups all-purpose flour #1 cup chopped pecans #½ cup strawberry jam ,0.07479999999999999
59,Butternut Balls II,11359,"Quick, easy and Good! ",0,30,213.3,1,1.0,20.6,1.4,12.3,14.7,6.4,0.0144,0.001,0.027399999999999997,0.0867,0.0549,"1 cup butter, softened #½ cup confectioners' sugar #2 cups all-purpose flour #⅛ teaspoon salt #2 cups finely chopped walnuts #1 cup confectioners' sugar #1 ½ tablespoons water #12 ounces semisweet chocolate chips ",0.016300000000000002
60,Meltaways,11360,These cute little ball shaped cookies are a perfect addition to you cookie tray. They are always appropriate for any occasion. ,0,24,143.8,1,5.0,12.2,0.6,3.7,10.2,5.1,0.0063,0.0006,0.0066,0.027600000000000003,0.0255,1 cup unsalted butter #4 tablespoons fructose (fruit sugar) #½ teaspoon almond extract #½ teaspoon vanilla extract #1 tablespoon water #¼ teaspoon salt #2 cups all-purpose flour #¾ cup chopped pecans #⅓ cup confectioners' sugar for decoration ,0.020300000000000002
61,Ricotta Cheese Cookies,11361,"These soft Italian-style cookies are a hit with everyone. The ricotta keeps them moist, and the recipe yields a large batch, which is great since the baked cookies freeze so well. Do not freeze the unbaked dough. You can decorate them with chopped candied cherries, colored sugar or candy sprinkles. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F701628.jpg,36,180.2,158,4.5,27.6,0.4,16.2,6.5,3.9,0.084,0.0008,0.0057,0.0376,0.2017,"2 cups white sugar #1 cup butter, softened #15 ounces ricotta cheese #2 teaspoons vanilla extract #2 eggs #4 cups all-purpose flour #2 tablespoons baking powder #1 teaspoon salt #1 ½ cups confectioners' sugar #3 tablespoons milk ",0.0277
62,Peanut Butter Honey Balls,11362,Quick and easy enough for the kids to make. You may also roll them in chocolate sprinkles or confectioners' sugar if you wish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F211929.jpg,12,173.1,21,4.0,22.0,0.9,18.9,7.4,1.4,0.13440000000000002,0.0005,0.0327,0.272,0.12459999999999999,1 cup nonfat dry milk powder #½ cup peanut butter #½ cup honey #½ cup graham cracker crumbs #¼ cup finely chopped walnuts ,0.002
63,Chocolate Mint Dessert Brownies,11363,"It's a brownie covered in mint cream topped with chocolate, mmmmmm! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6710522.jpg,24,286.3,250,4.5,39.5,1.0,31.3,13.8,8.3,0.0134,0.001,0.022600000000000002,0.0878,0.1011,"1 cup white sugar #½ cup butter, softened #4 eggs #1 ½ cups chocolate syrup #1 cup all-purpose flour #2 cups confectioners' sugar #½ cup butter, softened #2 tablespoons creme de menthe liqueur #6 tablespoons butter #1 cup semisweet chocolate chips ",0.059
64,Crunch Bar,11364,Easy to make and tastes like a Heath Bar. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F702793.jpg,24,253.4,85,4.6,22.5,1.6,16.8,18.8,8.0,0.027100000000000003,0.0011,0.0335,0.1157,0.1088,4 ounces saltine crackers #1 cup butter #1 cup packed brown sugar #2 cups semisweet chocolate chips #2 cups chopped walnuts ,0.020300000000000002
65,Caramel Cups,11365,These are a crowd pleaser. They have a flaky crust wih a creamy caramel filling. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4301544.jpg,48,148.4,33,4.0,12.9,0.1,7.9,10.4,4.7,0.0275,0.0003,0.0039,0.0418,0.0625,6 ounces cream cheese #2 cups all-purpose flour #1 cup butter #1 (14 ounce) package individually wrapped caramels #½ cup evaporated milk #½ cup white sugar #1 cup shortening #⅓ cup evaporated milk #1 teaspoon vanilla extract ,0.0159
66,Hermits with Wine,11366,Mom won five dollars for this recipe in 1933 which bought us groceries. Everyone who partakes asks for recipe. We learned of their keeping value only when she sent them to troops in Korea. Before that none of the cookies had lasted long enough for us to know if they kept well! Store separated by wax paper. Substitute dates for the raisins if desired. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1019837.jpg,18,338.3,6,4.5,39.2,1.4,22.8,16.7,3.5,0.0338,0.0015,0.0222,0.1598,0.21719999999999998,1 cup shortening #1 cup packed brown sugar #½ cup white sugar #3 eggs #1 teaspoon lemon extract #2 ½ cups all-purpose flour #2 ½ teaspoons ground cinnamon #1 teaspoon salt #⅓ cup white wine #1 teaspoon baking soda #1 cup raisins #1 cup chopped walnuts #2 cups white wine ,0.031
67,Nutmeg Logs,11367,"This recipe has won best of show, a blue ribbon and three white ribbons. They are nicely spiced and are lovely to present. ",0,48,110,6,4.3,15.5,0.2,9.4,4.8,3.0,0.005900000000000001,0.0004,0.0024,0.015300000000000001,0.0351,3 cups all-purpose flour #1 teaspoon ground nutmeg #1 cup butter #¾ cup white sugar #1 egg #1 tablespoon vanilla extract #2 teaspoons rum flavored extract #3 tablespoons butter #1 teaspoon vanilla extract #1 teaspoon rum flavored extract #2 ½ cups confectioners' sugar #2 ¾ tablespoons evaporated milk #¼ teaspoon ground nutmeg ,0.0162
68,Granola Recipe Bars,11368,This recipe has won one blue ribbon and one red ribbon. They're chewy and have a wonderful flavor. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5717281.jpg,12,345.6,9,3.8,49.7,1.7,32.6,16.0,5.5,0.030600000000000002,0.0012,0.0261,0.1331,0.0212,1 ¼ cups all-purpose flour #½ cup butter flavored shortening #⅓ cup white sugar #¾ cup raspberry preserves #½ cup raisins #½ cup milk chocolate chips #¼ cup honey #2 tablespoons butter #¾ cup quick cooking oats #⅓ cup shredded coconut #⅓ cup sliced almonds #2 tablespoons sesame seeds ,0.0066
69,Creme de Menthe Bars,11369,"his is a very easy recipe. My son won a purple ribbon (which is higher than a blue ribbon) at the county fair when he was 10 years old. This was also his first paid 'catering' job for a graduation party when he was 12 (he's married now, so that gives you a clue as to how long I've had this recipe). Great brownies with a mint flavored filling. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F684756.jpg,24,327.4,43,4.6,40.2,1.0,31.4,17.6,10.7,0.0146,0.001,0.0228,0.0895,0.1769,"1 cup white sugar #1 cup butter, softened #4 eggs #1 cup all-purpose flour #½ teaspoon salt #1 (16 ounce) can chocolate syrup #1 tablespoon vanilla extract #2 cups confectioners' sugar #½ cup butter, softened #¼ cup creme de menthe liqueur #1 cup semisweet chocolate chips #6 tablespoons butter ",0.0691
70,Melt In Your Mouth Cookies III,11370,"This recipe makes 3 dozen cookies, takes 15 minutes to put together - chills for one hour in the fridge before slicing. It can be prepared ahead and the dough freezes well. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F957477.jpg,18,166.9,14,4.1,17.2,0.4,6.6,10.4,6.5,0.0052,0.0006,0.0033,0.018,0.08159999999999999,1 cup butter #2 cups all-purpose flour #1 cup confectioners' sugar #1 pinch salt (Optional),0.027100000000000003
71,Scotch Shortbread II,11371,Simple but wonderful! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4647910.jpg,36,81.3,12,4.4,8.1,0.2,2.8,5.2,3.2,0.0044,0.0003,0.0017,0.009,0.056,2 cups all-purpose flour #¼ teaspoon salt #¼ teaspoon baking powder #1 cup butter #½ cup super fine sugar ,0.0136
72,Bourbon Balls II,11372,A favorite recipe that my family has been making for years that we received from a friend of the family. These are great for New Years Eve. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F535131.jpg,48,50.2,48,4.5,6.5,0.3,3.4,2.4,0.3,0.0027,0.0002,0.0036,0.0146,0.011699999999999999,1 cup vanilla wafer crumbs #1 cup chopped pecans #1 cup confectioners' sugar #2 teaspoons unsweetened cocoa powder #¼ cup bourbon #1 ½ teaspoons light corn syrup #⅓ cup confectioners' sugar for decoration ,0.0
73,Thumbprint Cookies IV,11373,Delicate cookies rolled in chopped nuts and filled with your favorite frosting or jam. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6961079.jpg,12,259.3,30,4.4,25.0,0.6,9.1,16.4,10.0,0.0198,0.0012,0.0068,0.0507,0.1721,1 cup butter #½ cup packed brown sugar #2 eggs #1 teaspoon vanilla extract #¼ teaspoon salt #2 cups all-purpose flour ,0.0717
74,Black and White Pinwheels,11374,"A delicious buttery cookie that is made in two parts and put together to create a black and white pinwheel cookie. This recipe came from my grandmother, she used to worked in bakeries and at logging camps cooking and baking. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8645711.jpg,24,115.9,22,3.8,14.8,0.6,8.2,6.3,3.8,0.0134,0.0006,0.010199999999999999,0.039200000000000006,0.0879,"1 ½ cups sifted all-purpose flour #½ teaspoon baking powder #½ teaspoon salt #½ cup butter, softened #½ cup white sugar #1 egg yolk #3 tablespoons milk #½ teaspoon vanilla extract #6 ounces semisweet chocolate chips ",0.0189
75,Brownies To Die For,11375,"A luscious coconut, pecan, caramel, sour cream brownie that will have your taste buds dancing and begging for more. We have at times even melted caramels on top with the pecans instead of the chocolate chips, or have mixed caramels into the batter along with everything else. Your friends will demand the recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F497000.jpg,36,173.6,76,4.1,21.5,1.1,8.4,10.1,3.3,0.013900000000000001,0.0005,0.0159,0.0884,0.0683,1 (19.8 ounce) package brownie mix #1 cup sour cream #1 (16 ounce) container coconut pecan frosting #1 cup semisweet chocolate chips #1 cup chopped pecans ,0.0028
76,Saltine Toffee Cookies,11376,This is an easy to make but wonderfully delicious treat. We pack them in tins and give as gifts during the holidays. Use your favorite nuts to top the cookies. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9437076.jpg,35,150.2,1234,4.5,15.0,1.0,11.8,10.2,5.3,0.0107,0.0003,0.0045,0.056600000000000004,0.0734,4 ounces saltine crackers #1 cup butter #1 cup dark brown sugar #2 cups semisweet chocolate chips #¾ cup chopped pecans ,0.013900000000000001
77,Butter Pecan Rounds,11377,"An easy drop cookie, and one of my husband's favorites. Use real butter in the recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F615207.jpg,18,214.8,36,4.7,22.7,1.2,13.0,13.3,4.7,0.0167,0.0009,0.0146,0.0639,0.1152,2 tablespoons butter #1 ½ cups chopped pecans #1 ½ tablespoons white sugar #½ cup unsalted butter #½ cup white sugar #½ cup packed light brown sugar #1 egg #1 teaspoon vanilla extract #1 ⅔ cups all-purpose flour #½ teaspoon baking soda #½ teaspoon salt ,0.0273
78,Mound Bars,11378,Coconut bars on a graham crust topped with chocolate. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F340337.jpg,24,219.2,261,4.3,28.4,1.6,23.0,11.9,7.5,0.0544,0.0008,0.0257,0.1446,0.10940000000000001,"2 cups graham cracker crumbs #¼ cup white sugar #½ cup melted butter #1 (14 ounce) can sweetened condensed milk #2 cups flaked coconut #1 (12 ounce) package semisweet chocolate chips, melted ",0.0157
79,Sugared Black Raspberry Tea Cookies,11379,"Petite, crunchy, black raspberry filled thumbprints, dipped in granulated sugar, and studded with miniature chocolate chips. These cookies freeze well. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F60049.jpg,36,88.2,70,4.5,14.9,0.3,8.9,3.0,1.9,0.0062,0.0003,0.0031,0.020300000000000002,0.0219,½ cup butter #¼ cup packed brown sugar #⅓ cup white sugar #1 teaspoon vanilla extract #3 tablespoons milk #1 ⅓ cups all-purpose flour #¼ cup cornstarch #¼ cup miniature semisweet chocolate chips #3 tablespoons white sugar #1 (10 ounce) jar black raspberry jam ,0.006900000000000001
80,Crunchy Peanut Butter Swirl Brownies,11380,These are real chewy and scrumptious peanut butter brownies. Can be whipped up in a jiffy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F184217.jpg,36,139.3,33,4.1,14.2,0.8,1.7,8.8,1.8,0.0092,0.0005,0.0141,0.071,0.0706,"1 (3 ounce) package cream cheese, softened #⅓ cup peanut butter #¼ cup white sugar #1 egg #½ cup chopped peanuts #1 (19.8 ounce) package brownie mix #2 tablespoons water #½ cup vegetable oil #2 eggs ",0.0181
81,Pudding Cookies II,11381,Old fashioned pudding cookies. Change the flavor of the pudding for a different variety. Try using pistachio pudding and knead gently and pat out onto a lightly floured surface and cut out bake and then decorate to your liking. Enjoy! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7284797.jpg,48,83.1,14,3.9,12.0,0.4,7.2,4.0,1.5,0.0076,0.0004,0.0086,0.0389,0.1598,2 large eggs eggs #2 cups baking mix #½ cup milk #⅓ cup vegetable oil #2 (3.5 ounce) packages instant vanilla pudding mix #2 cups semisweet chocolate chips ,0.008
82,Chewy Granola Bars,11382,"Extra chewy granola bars. You can make them your own by picking different ingredients to add in! Try using any combination of miniature chocolate chips, sunflower seeds, raisins, chopped dried fruits, candy-coated chocolate pieces, chopped nuts, etc. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9337341.jpg,18,299.2,719,4.5,42.9,3.4,22.4,14.0,8.0,0.0237,0.0019,0.0523,0.1636,0.12340000000000001,"4 ½ cups rolled oats #1 cup all-purpose flour #1 teaspoon baking soda #1 teaspoon vanilla extract #⅔ cup butter, softened #½ cup honey #⅓ cup packed brown sugar #2 cups miniature semisweet chocolate chips ",0.0181
83,Paydirt Peanut Butter Cookies,11383,"Combining scratch and boxed cookie mix, I've come up with this cookie recipe that has people paying me greenbacks to make these cookies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4274980.jpg,18,495.8,38,4.6,58.6,1.3,24.4,26.8,5.0,0.0192,0.0012,0.027100000000000003,0.153,0.37439999999999996,1 cup butter flavored shortening #1 cup creamy peanut butter #1 cup white sugar #1 cup packed brown sugar #3 eggs #1 ½ teaspoons vanilla extract #2 ½ cups all-purpose flour #1 ½ teaspoons baking soda #½ teaspoon salt #⅓ cup vegetable oil #3 tablespoons water #1 (17.5 ounce) package peanut butter cookie mix ,0.0
84,Lemon Curd Bars with Coconut,11384,"This bar has the two crusts as requested, and has a strong tangy lemon taste, so much better than most of the lemon bar recipes out there due to the lemon curd and added coconut! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5402369.jpg,40,121.5,127,4.6,16.0,0.5,10.1,6.3,3.5,0.0070999999999999995,0.0004,0.0070999999999999995,0.0255,0.0253,1 cup unsalted butter #2 cups all-purpose flour #1 cup white sugar #½ teaspoon baking soda #1 (10 ounce) jar lemon curd #⅔ cup flaked coconut #½ cup toasted and chopped almonds ,0.0175
85,Petticoat Tails,11385,"Quite delicious! Very delicate and dainty. Petticoat Tails can be tinted, use a few drops of red food coloring for pink cookies or a few drops of green for a minty green cookie (add mint flavoring). ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970619.jpg,72,45.4,5,4.9,5.1,0.1,1.7,2.6,1.6,0.0014,0.0002,0.001,0.0055,0.0263,"1 cup butter, softened #1 cup sifted confectioners' sugar #1 teaspoon vanilla extract #2 ½ cups sifted all-purpose flour #¼ teaspoon salt ",0.0068
86,Banana Bread Cookies,11386,"These are soft, chewy cookies that taste just like homemade banana bread! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8370965.jpg,36,120,186,4.4,12.8,0.3,7.1,7.3,2.2,0.0036,0.0004,0.0028,0.024300000000000002,0.0783,"1 cup butter flavored shortening #1 cup white sugar #2 eggs #1 teaspoon vanilla extract #1 banana, peeled and mashed #2 cups all-purpose flour #1 teaspoon baking soda #½ teaspoon salt #3 tablespoons butter #⅓ cup confectioners' sugar #1 tablespoon milk #1 teaspoon vanilla extract ",0.0129
87,Lemon Snowflake Cookies,11387,Easy and very lemony! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3575206.jpg,72,51.6,81,4.5,9.1,0.1,6.9,1.5,0.8,0.0038,0.0001,0.0001,0.0075,0.053,"1 (18.25 ounce) package lemon cake mix with pudding #1 egg #2 ¼ cups frozen whipped topping, thawed #2 cups confectioners' sugar ",0.0044
88,Raspberry Chocolate Bars,11388,Sweet and fruity! Low-fat and perfect for after-school snacks. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4544349.jpg,48,72,43,4.0,9.6,0.5,6.0,3.7,2.3,0.0034,0.0003,0.005,0.024300000000000002,0.0209,"1 ½ cups all-purpose flour #¾ cup white sugar #¾ cup butter, softened #1 (10 ounce) package frozen raspberries, thawed #¼ cup orange juice #1 tablespoon cornstarch #¾ cup mini semi-sweet chocolate chips ",0.0076
89,Lori's Crunchy Peanut Butter-Fudge Sandwiches,11389,This is a sure favorite with children and so easy to make! ,0,24,285.2,13,4.6,33.3,1.7,23.8,15.5,8.4,0.0057,0.0033,0.0188,0.1529,0.1494,2 cups butterscotch chips #1 cup creamy peanut butter #8 cups crisp rice cereal #2 cups semisweet chocolate chips #4 tablespoons butter or margarine #1 cup confectioners' sugar #2 tablespoons water ,0.0050999999999999995
90,Mother's Pecan Squares,11390,"Like a slice of pecan pie in bar form, delicious. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1634017.jpg,24,218,7,3.9,28.0,0.6,18.0,11.5,5.3,0.0245,0.0012,0.009699999999999999,0.0634,0.06570000000000001,"1 cup butter, softened #2 cups dark brown sugar #2 eggs, beaten #1 pinch salt #2 cups sifted cake flour #1 cup chopped pecans ",0.0358
91,Easy Walnut Raisin Biscotti,11391,Easy to make and tasty too! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1581559.jpg,12,266.5,34,4.6,38.4,1.8,18.7,11.3,3.3,0.0714,0.0017,0.0253,0.1698,0.1222,"¼ cup butter, softened #⅔ cup white sugar #2 eggs #1 teaspoon vanilla extract #2 cups all-purpose flour #2 teaspoons baking powder #1 teaspoon ground cinnamon #1 cup chopped walnuts #1 cup raisins ",0.0412
92,Orange White Chocolate Chip Beltane Cookies,11392,"These get crispy when cool. I named them for May 1, the day I invented them. They taste bright and sunny, like the summer season Beltane is supposed to herald. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F644448.jpg,18,281.5,34,4.3,34.0,0.6,17.8,15.0,9.3,0.0689,0.0011,0.0057,0.0327,0.24630000000000002,"1 ¼ cups butter, softened #1 ⅓ cups white sugar #1 tablespoon vanilla extract #1 egg, beaten #3 cups all-purpose flour #½ teaspoon salt #1 tablespoon baking powder #2 tablespoons orange zest #½ cup white chocolate chips ",0.0453
93,Irish Shamrock Cookies,11393,These green cookies are delicious anytime of the year. Make some green frosting for these cookies using a sugar cookie icing recipe found on Cookierecipe.com ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F67123.jpg,6,310.3,32,3.6,36.5,0.0,15.0,16.8,10.0,0.0134,0.0011,0.0014,0.049100000000000005,0.8689,"½ cup butter, softened #1 (3 ounce) package instant pistachio pudding mix #1 ⅓ cups baking mix #1 egg #1 tablespoon white sugar ",0.0717
