,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,calcium,iron,magnesium,potassium,sodium,ingredients,cholesterol
47,Soft Molasses Cookies II,10447,"The best soft molasses cookie I've ever eaten! You may substitute 3/4 cup undiluted evaporated milk with 3/4 tablespoon vinegar for the sour cream. Cookies can be iced with a mixture of confectioners' sugar and milk, or just sprinkled with confectioners' sugar. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4571358.jpg,60,75.6,35,3.9,9.6,0.2,4.4,3.8,2.4,0.009800000000000001,0.0004,0.0064,0.0402,0.106,3 cups sifted all-purpose flour #2 teaspoons baking soda #1 teaspoon salt #1 teaspoon ground ginger #1 teaspoon ground cinnamon #1 cup butter #1 cup white sugar #1 egg #⅓ cup molasses #¾ cup sour cream ,0.0125
48,Molasses Peanut Butter Crinkles,10448,Plump sugar-topped cookies that taste just like Mary Jane candies. I tone down the ginger and cloves for my toddlers. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F30502.jpg,12,290.4,27,4.2,46.8,1.2,28.2,9.9,3.7,0.041100000000000005,0.0017,0.040299999999999996,0.2253,0.3974,"1 cup packed brown sugar #½ cup peanut butter #¼ cup butter, softened #¼ cup molasses #1 egg #2 cups all-purpose flour #2 teaspoons baking soda #½ teaspoon ground ginger #½ teaspoon ground cloves #½ teaspoon salt #⅓ cup granulated sugar for decoration ",0.0257
49,Strufoli II,10449,"Italian Honey Balls. These are the authentic ones made by my 82 year old sister from our mother's recipe. If pine nuts aren't available, use slivered almonds instead. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1078220.jpg,8,609.6,47,4.5,108.8,2.0,65.4,16.7,5.5,0.099,0.0043,0.044899999999999995,0.2206,0.3482,"3 cups all-purpose flour #4 eggs, beaten #¼ cup butter #½ cup white sugar #½ teaspoon salt #2 teaspoons baking powder #1 tablespoon lemon zest #1 ½ cups honey #¾ cup pine nuts #2 ¼ ounces colored candy sprinkles ",0.1083
50,Fruity Cookie Press Cookies,10450,Cookie press cookie made with any flavor of gelatin. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F935252.jpg,30,183.9,41,3.8,23.0,0.5,6.8,9.3,1.6,0.0159,0.0008,0.0043,0.0254,0.1336,4 cups all-purpose flour #1 teaspoon baking powder #1 ½ cups margarine #1 cup white sugar #1 (3 ounce) package fruit flavored Jell-O® mix #1 egg #1 teaspoon vanilla extract #1 (1 ounce) package fruit flavored Jell-O® mix ,0.0062
51,Chocolate Chip Kiss Cookies,10451,Chocolate chip cookies wrapped around chocolate kiss candy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8350477.jpg,24,211.6,42,4.3,23.9,1.0,9.7,12.8,7.9,0.0268,0.0009,0.0167,0.0805,0.06409999999999999,"48 milk chocolate candy kisses, unwrapped #1 cup butter, softened #⅓ cup white sugar #⅓ cup packed brown sugar #1 teaspoon vanilla extract #2 cups all-purpose flour #1 cup mini semi-sweet chocolate chips ",0.0224
52,Peppermint Bars,10452,Christmas bar cookie. Dough is similar to sugar cookie with peppermint added. Topped with melted chocolate and crushed candy canes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7485086.jpg,12,428,40,3.8,61.0,1.4,37.0,20.2,12.4,0.0152,0.0015,0.0222,0.0849,0.1728,"1 cup butter #1 cup white sugar #1 egg #¼ teaspoon peppermint extract #5 drops red food coloring #2 cups all-purpose flour #¼ teaspoon salt #1 cup crushed peppermint candy canes, divided #1 cup semisweet chocolate chips ",0.0562
53,Tea Cookies I,10453,"This recipe makes 30 to 35 cookies. They are delicious, can't eat just one. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1723319.jpg,12,294.8,48,4.5,25.5,1.1,8.5,20.4,10.2,0.0489,0.0013,0.017,0.061,0.1706,"1 cup butter, softened #½ cup confectioners' sugar #1 ½ teaspoons vanilla extract #2 cups all-purpose flour #1 pinch salt #1 ½ teaspoons baking powder #¾ cup chopped walnuts #⅓ cup confectioners' sugar for dusting ",0.0407
54,Chocolate Chip Meringue Drops,10454,"These are lower in fat than most cookies and do not last long, so be prepared to make them often! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F153229.jpg,40,21.7,97,4.6,4.1,0.2,3.7,0.7,0.4,0.0013,0.0001,0.0045,0.0208,0.0031,2 egg whites #½ cup white sugar #1 teaspoon vanilla extract #3 tablespoons unsweetened cocoa powder #½ cup semisweet chocolate chips ,0.0
55,Lemon Snowdrops,10455,Lemon cookie sandwiches! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8339926.jpg,24,144.1,24,4.0,15.5,0.3,6.8,8.7,5.5,0.0047,0.0005,0.0027,0.0167,0.1102,1 cup butter #½ cup sifted confectioners' sugar #1 teaspoon lemon extract #2 cups all-purpose flour #¼ teaspoon salt #½ cup white sugar #2 tablespoons cornstarch #¼ teaspoon salt #½ cup water #2 tablespoons butter #2 teaspoons lemon zest #3 tablespoons lemon juice #3 drops yellow food coloring ,0.0229
56,Arabic Cookies,10456,These cookies are very good and I got this out of my mother's personal recipes. This recipe is from a Lebanese woman who was a friend of my mother's. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4502962.jpg,80,104.7,21,3.9,13.0,0.7,5.4,5.4,2.4,0.0107,0.0005,0.0075,0.0255,0.07629999999999999,1 cup butter #1 cup shortening #1 cup shredded coconut #4 cups rolled oats #2 cups white sugar #4 cups all-purpose flour #2 teaspoons baking powder #1 teaspoon baking soda #1 teaspoon salt #1 cup boiling water ,0.0060999999999999995
57,Elaine's Peanut Butter Cookies,10457,This is a quick recipe for cookies when you are in a crunch for time and need to have something for the dessert platter now! These are very soft and taste great. I have yet to have anyone toss these cookies back on my platter. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8649346.jpg,36,135.2,173,4.0,12.6,0.6,6.9,8.6,1.5,0.024,0.0004,0.0128,0.062,0.13119999999999998,1 (18.25 ounce) package yellow cake mix #1 cup creamy peanut butter #½ cup vegetable oil #2 eggs #2 tablespoons water ,0.0106
58,Sunshine Pineapple Cookies,10458,Yummmmmmy to the palate! (otherwise known as NOT ENOUGH COOKIES MOM!!) ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F527927.jpg,36,145.7,17,3.8,20.4,0.6,10.8,6.5,3.4,0.0075,0.0007,0.0070999999999999995,0.0429,0.106,"1 cup butter #1 ½ cups white sugar #1 egg #2 tablespoons vanilla extract #1 (20 ounce) can crushed pineapple, with juice #½ cup chopped pecans #3 ½ cups all-purpose flour #½ teaspoon salt #¼ teaspoon ground nutmeg #1 teaspoon baking soda ",0.018699999999999998
59,State Fair Butter Cookies,10459,"It is a good cookie that you can do many things with. You can put frosting on it, you can eat it plain, or mix melted chocolate chips in the dough. It tastes really good! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6676343.jpg,48,88.3,4,4.1,11.2,0.2,4.2,4.2,2.5,0.004200000000000001,0.0005,0.0025,0.0359,0.0581,3 ½ cups all-purpose flour #1 teaspoon baking soda #2 teaspoons cream of tartar #⅛ teaspoon ground nutmeg #1 cup white sugar #3 eggs #1 teaspoon vanilla extract #1 cup butter ,0.0218
60,Quick Mix Spritz,10460,These cookies are mixed differently from other cookies (like pie crust) but they are the best. These are the ones I grew up on. At Christmas my mom would add almond extract and green food color then make tree pattern. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4861.jpg,30,116.9,37,4.3,12.2,0.3,5.1,7.1,1.8,0.0046,0.0005,0.0023,0.0126,0.045399999999999996,2 ¼ cups all-purpose flour #¾ cup white sugar #½ teaspoon salt #¼ teaspoon baking powder #1 cup shortening #1 egg #1 teaspoon vanilla extract #½ teaspoon almond extract ,0.0062
61,Chocolate Peanut Butter Cream Cheese Bars,10461,"A heavenly, rich dessert. They take some time, but they're well worth the wait. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F511557.jpg,18,427.2,14,4.4,44.7,0.9,31.0,23.4,17.4,0.032799999999999996,0.0012,0.0157,0.07970000000000001,0.21330000000000002,"1 cup all-purpose flour #¼ cup packed brown sugar #½ cup butter, softened #¾ cup semisweet chocolate chips #2 cups peanut butter chips #½ cup white sugar #½ cup packed brown sugar #⅓ cup butter, softened #1 (8 ounce) package cream cheese #1 cup unbleached all-purpose flour #½ teaspoon baking powder #¼ teaspoon salt #1 tablespoon rum #1 tablespoon vanilla extract #¼ cup semisweet chocolate chips #1 tablespoon rum #1 teaspoon water ",0.0363
62,Blueberry Crumb Bars,10462,Cheap and easy to make. Kids love them. Any berry can be used. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9368165.jpg,15,318.4,699,4.6,45.3,1.6,23.9,14.4,3.6,0.0268,0.0014,0.008400000000000001,0.061799999999999994,0.07690000000000001,1 cup white sugar #1 teaspoon baking powder #3 cups all-purpose flour #1 cup shortening #1 egg #¼ teaspoon salt (Optional)#1 pinch ground cinnamon (Optional)#4 cups fresh blueberries #½ cup white sugar #3 teaspoons cornstarch ,0.0124
63,Whitney's Peanut Butter Cookie Balls,10463,"A great after-school snack and kid's treat! Great for birthday parties. Roll or dip balls into coconut, cocoa, sprinkles, confectioners' sugar, and/or graham cracker crumbs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1073112.jpg,12,436.5,43,4.3,38.3,2.3,31.4,31.1,14.6,0.0201,0.0011,0.0517,0.205,0.2517,"1 cup peanut butter #1 cup butter, softened #2 cups confectioners' sugar #1 cup graham cracker crumbs #1 cup semisweet chocolate chips ",0.0407
64,Beth's Orange Cookies,10464,"These soft, frosted orange cookies are another one of my own recipes. Serve these at your next tea or luncheon party and watch them disappear!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7481788.jpg,72,108.5,129,4.6,16.2,0.3,9.3,4.4,1.6,0.015,0.0005,0.0037,0.04,0.0718,"2 cups white sugar #1 cup shortening #2 eggs #1 cup sour cream #1 teaspoon vanilla extract #5 cups all-purpose flour #2 teaspoons baking powder #1 teaspoon baking soda #1 teaspoon salt #¾ cup frozen orange juice concentrate, thawed #2 tablespoons grated orange zest #½ teaspoon grated orange zest #2 tablespoons frozen orange juice concentrate, thawed #1 teaspoon vanilla extract #4 tablespoons butter, melted #1 ½ cups confectioners' sugar ",0.0083
65,Pineapple Surprise Cookies,10465,Delicious soft cookies filled with pineapples. ,0,24,129.6,7,4.1,20.2,0.4,11.9,4.8,1.2,0.0248,0.0006,0.005,0.0334,0.037200000000000004,½ cup shortening #½ cup white sugar #2 eggs #2 tablespoons milk #1 teaspoon vanilla extract #2 cups all-purpose flour #1 ½ teaspoons baking powder #1 teaspoon ground cinnamon #1 tablespoon white sugar #1 ½ teaspoons cornstarch #¾ cup white sugar #1 cup crushed pineapple #1 tablespoon lemon juice ,0.0156
66,Grandmother's Oatmeal Cookies,10466,This is the best Oatmeal Cookie I have ever tasted and is my family's favorite. This is a recipe that I have had for years that a friend of mine gave me. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1527629.jpg,48,131.3,332,4.8,18.5,0.7,10.5,5.9,1.3,0.0115,0.0006,0.009800000000000001,0.0579,0.1072,3 eggs #1 cup raisins #1 teaspoon vanilla extract #1 cup butter flavored shortening #1 cup packed brown sugar #1 cup white sugar #2 ½ cups all-purpose flour #2 teaspoons baking soda #1 teaspoon salt #1 teaspoon ground cinnamon #2 cups quick cooking oats #½ cup chopped walnuts ,0.0116
67,Cupid's Cookies,10467,This recipe was given to me by a friend to make for our annual Valentine's Day Heart Party a few years ago. The peppermint and chocolate are a flavorful combination. ,0,18,284.7,2,2.0,35.7,1.1,19.0,14.7,8.9,0.026699999999999998,0.0011,0.0107,0.0424,0.1489,1 cup butter #1 cup white sugar #1 egg #1 ½ teaspoons vanilla extract #2 ½ cups sifted all-purpose flour #½ teaspoon salt #1 cup rolled oats #¼ teaspoon peppermint extract #3 drops red food coloring #2 tablespoons confectioners' sugar #5 (1.5 ounce) bars milk chocolate candy ,0.040299999999999996
68,Red Hearts,10468,These make a pretty plate of Valentine cookies if you use different sized cutters and tint the dough in a variety of pink to red shades. ,0,48,117.9,5,3.6,17.5,0.3,8.6,4.6,1.2,0.0089,0.0006,0.0034,0.0233,0.061,1 cup shortening #2 cups white sugar #2 eggs #1 teaspoon vanilla extract #1 cup buttermilk #2 teaspoons baking soda #4 ½ cups all-purpose flour #3 drops red food coloring ,0.008
69,Stained-glass Sugar Hearts,10469,"Heart shaped cookies with a middle of melted, hard candies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4471122.jpg,96,81.6,4,3.1,10.3,0.2,4.9,4.2,1.8,0.002,0.0003,0.0015,0.0135,0.0415,1 cup butter #1 cup shortening #1 cup confectioners' sugar #1 cup white sugar #2 eggs #1 teaspoon vanilla extract #4 ½ cups all-purpose flour #1 teaspoon baking soda #½ teaspoon salt #1 teaspoon cream of tartar #1 cup crushed peppermint hard candies ,0.009
70,Valentine Heart Necklaces,10470,These are a great substitute for children to take to school in lieu of Valentine's Day cards! Use a drinking straw to cut the holes in the pastry. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1101569.jpg,15,520.9,34,4.6,87.2,0.6,54.8,17.8,10.5,0.0317,0.0011,0.0058,0.05,0.1756,"1 cup butter, softened #¾ cup white sugar #1 egg #1 teaspoon vanilla extract #1 tablespoon lemon zest #2 ½ cups sifted all-purpose flour #1 teaspoon baking powder #3 cups confectioners' sugar #⅓ cup butter, softened #1 ½ teaspoons vanilla extract #2 tablespoons milk #3 drops red food coloring #2 ¼ ounces colored candy sprinkles #60 long red vine licorice ",0.056
71,Alsatian Chocolate Balls,10471,These are crusty on the outside and soft and moist on the inside. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F168672.jpg,30,129.2,13,4.2,10.7,2.3,6.5,9.1,1.8,0.0396,0.0014,0.05,0.1354,0.0058,2 eggs #⅔ cup white sugar #4 (1 ounce) squares unsweetened chocolate #½ teaspoon ground cinnamon #1 teaspoon vanilla extract #⅓ cup all-purpose flour #2 ⅜ cups ground almonds #⅓ cup confectioners' sugar for decoration ,0.0124
72,Gelatin Spritz Cookies,10472,"Spritz or drop cookies, colorful and flavorful - very easy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7468146.jpg,36,144.9,88,4.2,17.0,0.3,5.6,7.9,4.9,0.0125,0.0006,0.0031,0.0176,0.0762,3 ½ cups all-purpose flour #1 ½ cups butter #1 (3 ounce) package fruit flavored Jell-O® mix #1 teaspoon baking powder #1 cup white sugar #1 egg #1 teaspoon vanilla extract ,0.0255
73,Polish Poppy Seed Cookies,10473,Polish cookies made with hard boiled egg yolks. ,0,18,191.1,3,3.8,19.2,0.4,8.5,11.6,6.9,0.0175,0.0008,0.005900000000000001,0.0342,0.1494,2 eggs #1 cup butter #¾ cup white sugar #1 teaspoon vanilla extract #2 egg yolks #2 cups all-purpose flour #½ teaspoon salt #1 tablespoon poppy seeds #1 egg white #1 tablespoon water ,0.0705
74,Chocolate Nuggets,10474,"Extra rich, extra chocolaty and brownie-like! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7040769.jpg,36,120,37,4.1,16.1,0.8,12.5,6.1,3.2,0.0364,0.0005,0.0169,0.0859,0.024,2 cups semisweet chocolate chips #¼ cup butter #1 (14 ounce) can sweetened condensed milk #¼ cup white sugar #1 teaspoon vanilla extract #1 cup all-purpose flour #½ cup chopped walnuts (Optional),0.0070999999999999995
75,Fried Cookies,10475,Many European cultures had this type of fried cookie. This particular recipe says to tie it in a knot but it can be made pulling one end through a slit cut into the dough. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9216128.jpg,84,23.9,5,4.5,3.4,0.1,1.1,0.8,0.2,0.0014,0.0002,0.0009,0.0055,0.0087,2 eggs #¼ cup white sugar #2 ½ tablespoons shortening #2 ½ tablespoons brandy #2 teaspoons anise seed (Optional)#¼ teaspoon salt #2 cups all-purpose flour #1 cup vegetable oil for frying #⅓ cup confectioners' sugar for decoration ,0.0044
76,Buckeye Cookies II,10476,Peanut butter balls dipped in chocolate. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F492830.jpg,30,474.7,7,3.7,43.3,2.6,37.8,32.3,12.9,0.0218,0.001,0.0634,0.26,0.2548,"2 cups butter, softened #4 cups peanut butter #2 pounds confectioners' sugar #½ cup graham cracker crumbs #1 ½ cups semisweet chocolate chips ",0.0325
77,Chocolate Mint Cookies I,10477,This is a melt in your mouth chocolate cookie that has a chocolate mint frosting. It's delicious and it's easy! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9258794.jpg,18,364.3,748,4.8,55.6,2.0,39.0,15.9,9.7,0.0312,0.0017,0.0352,0.1484,0.222,¾ cup butter #1 ½ cups packed brown sugar #2 tablespoons water #2 cups semisweet chocolate chips #2 eggs #2 ½ cups all-purpose flour #1 ¼ teaspoons baking soda #½ teaspoon salt #36 chocolate mint wafer candies ,0.041
78,Toffee Crunch Cookies,10478,An old favorite! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1007356.jpg,18,289.1,47,4.5,32.5,0.5,9.1,16.8,8.9,0.0136,0.0007,0.006,0.037200000000000004,0.2733,1 ½ cups sifted all-purpose flour #½ teaspoon baking soda #½ teaspoon salt #½ cup butter #¾ cup packed brown sugar #1 egg #1 teaspoon vanilla extract #2 cups toffee baking bits #⅓ cup chopped pecans ,0.045700000000000005
79,Peanut Butter Balls II,10479,"It is basically, just what the name implies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F942543.jpg,72,110.6,186,4.6,11.8,0.6,10.1,7.0,3.1,0.005,0.0003,0.014199999999999999,0.0549,0.0528,1 ½ cups peanut butter #1 cup butter #4 cups confectioners' sugar #1 ⅓ cups graham cracker crumbs #2 cups semisweet chocolate chips #1 tablespoon shortening ,0.0068
80,Honey Oatmeal Cookies,10480,Soft and flaky. Good tasting. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F31747.jpg,30,135.9,98,3.9,19.6,1.0,9.4,5.9,1.4,0.0068,0.0007,0.013,0.0444,0.024399999999999998,1 cup honey #1 egg #¾ cup shortening #¼ cup water #1 teaspoon vanilla extract #3 cups rolled oats #1 ½ cups all-purpose flour #½ teaspoon baking soda ,0.0062
81,No Bake Camping Cookies,10481,My brother brought this recipe home after a boy scout camping trip. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F437834.jpg,18,114.8,47,4.2,15.5,1.1,9.7,5.8,3.4,0.006900000000000001,0.0005,0.0155,0.0441,0.037,"½ cup butter, softened #⅔ cup white sugar #3 tablespoons unsweetened cocoa powder #1 tablespoon strong brewed coffee #½ teaspoon vanilla extract #1 ¾ cups rolled oats #⅓ cup confectioners' sugar for decoration ",0.0136
82,Monster Cookies IV,10482,This is one heck of a cookie! This is a very thick dough. It is mixed best with a table top mixer. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F291349.jpg,60,141.9,7,4.2,18.0,1.2,11.6,7.7,3.6,0.019100000000000002,0.0007,0.020300000000000002,0.0654,0.0859,1 cup butter #1 cup white sugar #1 cup packed brown sugar #2 eggs #1 ½ teaspoons vanilla extract #1 tablespoon real maple syrup #1 cup all-purpose flour #½ cup whole wheat flour #⅓ cup graham cracker crumbs #1 teaspoon baking soda #1 teaspoon baking powder #½ teaspoon salt #3 cups rolled oats #2 cups semisweet chocolate chips #4 ounces finely grated chocolate bar #½ cup chopped walnuts #½ cup chopped cashews #½ cup chopped pecans ,0.0148
83,Brownie Delight,10483,Twenty years ago my mom tried this recipe when she didn't have time to make brownies from scratch. I've carried on the tradition! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F910431.jpg,12,305.8,9,3.4,54.1,1.8,18.0,10.1,1.5,0.0292,0.0012,0.0285,0.15669999999999998,0.1545,1 (19.8 ounce) package brownie mix #2 egg whites #1 cup packed brown sugar #1 teaspoon vanilla extract #½ cup chopped walnuts ,0.0
84,Arrowroot Biscuits,10484,These do not spread in baking. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F218180.jpg,18,86.5,16,4.0,14.1,0.3,5.6,2.9,1.7,0.0123,0.0004,0.0021000000000000003,0.0126,0.0681,"¼ cup butter, softened #½ cup white sugar #1 egg #½ teaspoon vanilla extract #1 cup all-purpose flour #½ cup arrowroot flour #½ teaspoon baking powder #¼ teaspoon salt ",0.0171
85,Salted Peanut Cookies,10485,"Salted peanut cookies. If you use self rising flour, omit baking soda and salt. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1025325.jpg,36,175.2,14,4.6,18.7,0.9,9.3,10.1,2.1,0.015099999999999999,0.0008,0.0178,0.0808,0.15469999999999998,1 cup shortening #1 ½ cups packed brown sugar #2 eggs #2 teaspoons vanilla extract #3 cups all-purpose flour #½ teaspoon baking soda #1 teaspoon salt #2 cups salted peanuts ,0.0103
86,One Bowl Buttercream Frosting,10486,I use this frosting on cakes but I bet you can use it on cookies. I make this frosting quite often. YUM!! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F63112.jpg,32,62.7,204,4.4,10.8,0.4,10.0,2.4,1.5,0.0054,0.0002,0.0070999999999999995,0.0253,0.016800000000000002,"6 tablespoons butter, softened #2 ⅔ cups confectioners' sugar #½ cup unsweetened cocoa powder #⅓ cup milk #1 teaspoon vanilla extract ",0.005900000000000001
87,Russian Tea Biscuits,10487,These are a nice addition on any cookie platter. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1128575.jpg,72,52.8,10,3.8,5.0,0.2,1.8,3.5,1.7,0.003,0.0002,0.0032,0.0145,0.0263,"2 ¼ cups all-purpose flour #¼ teaspoon salt #1 cup butter, softened #¾ cup confectioners' sugar #1 teaspoon vodka #¾ cup hazelnuts, finely chopped #⅓ cup confectioners' sugar for decoration ",0.0068
88,Hearty Breakfast Cookies,10488,"These cookies are a delicious and hearty alternative to doughnuts or pastries. Also great to pack in lunches and on trips. Try one with your morning coffee or tea. For a slightly richer treat, use buttermilk in place of the water. Substitute dates for the raisins, if you prefer. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5802077.jpg,12,478,222,4.6,64.9,5.3,33.2,21.0,7.7,0.0584,0.0027,0.0868,0.42119999999999996,0.5789,"½ cup butter, softened #1 cup peanut butter #1 ⅓ cups packed brown sugar #2 teaspoons vanilla extract #2 eggs #⅓ cup water #1 cup all-purpose flour #1 cup whole wheat flour #2 cups quick cooking oats #½ cup wheat germ #1 teaspoon salt #1 teaspoon ground cinnamon #2 teaspoons baking soda #1 cup raisins ",0.0513
89,Stir and Drop Sugar Cookies II,10489,"Delicate brown sugar cookies. If you use self-rising flour, omit baking powder and salt. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1110796.jpg,24,119.4,6,3.2,14.4,0.3,6.4,6.2,0.8,0.0246,0.0005,0.0029,0.0188,0.0963,3 egg whites #⅔ cup vegetable oil #2 teaspoons vanilla extract #1 teaspoon lemon zest #¾ cup white sugar #2 cups all-purpose flour #2 teaspoons baking powder #½ teaspoon salt ,0.0
90,Homemade Peanut Butter Cups,10490,Just like the candy! You'll need 30 mini (1 3/4 by 1 1/4 inch) paper cups for filling. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F65733.jpg,30,140.1,201,4.8,13.6,0.4,11.3,9.5,4.6,0.0033,0.0002,0.0075,0.0688,0.054,2 cups milk chocolate chips #2 tablespoons shortening #½ cup butter #½ cup crunchy peanut butter #1 cup confectioners' sugar #⅔ cup graham cracker crumbs ,0.0106
91,Apple and Spice Cookies,10491,Apple and Spice cookies - egg and milk free. Great for those with allergies. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F297323.jpg,18,236.8,52,4.2,35.6,1.4,22.1,10.2,1.9,0.0291,0.0012,0.0185,0.1409,0.1409,2 cups sifted all-purpose flour #1 teaspoon baking soda #½ teaspoon salt #1 teaspoon ground cinnamon #1 teaspoon ground cloves #1 teaspoon ground nutmeg #½ cup shortening #1 ⅓ cups packed brown sugar #⅓ cup apple juice #1 cup chopped walnuts #1 cup chopped apples #1 cup raisins ,0.0
92,Chocolate Peanut Butter Dreams,10492,"These are good anytime for a chocolate lover. I make these ahead of time, place in the freezer and then do the chocolate coating as I need them. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6027738.jpg,48,158.8,5,3.5,17.8,1.3,10.2,9.2,3.7,0.0149,0.0008,0.0248,0.0947,0.0626,"1 ½ cups packed brown sugar #1 cup peanut butter #¾ cup butter, softened #⅓ cup water #1 egg #1 teaspoon vanilla extract #3 cups rolled oats #1 ½ cups all-purpose flour #½ teaspoon baking soda #1 ½ cups semisweet chocolate chips #4 tablespoons shortening #⅓ cup chopped peanuts ",0.0115
